ID,ra,dec,sel,imag,kmag,zspec,Qf,Q,Remarks,fits1d,ascii1d,jpg1d,fits2d
L507489,149.433770,2.070877,1,23.46,22.75,1.4500,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.046.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.046.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.046.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.046.MIPS_13622.fits"">2D Fits spectrum</a>"
L641659,149.433890,2.273242,1,22.94,22.65,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.013.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.013.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.013.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.013.lid_740.fits"">2D Fits spectrum</a>"
L937390,149.433950,2.721092,224,21.43,19.82,0.7120,3,2.0,"K,Hb,[OIII]?","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.028.Herschel_37652.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.028.Herschel_37652.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.028.Herschel_37652.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.028.Herschel_37652.fits"">2D Fits spectrum</a>"
L678218,149.436005,2.327302,512,22.11,20.16,0.6230,2,1.5,"[OII]d,K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.009.lid_741.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.009.lid_741.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.009.lid_741.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.009.lid_741.fits"">2D Fits spectrum</a>"
L951535,149.439040,2.768655,2,11.84,13.40,0.0000,3,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.053.2577.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.053.2577.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.053.2577.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.053.2577.fits"">2D Fits spectrum</a>"
L930064,149.439660,2.708956,1,20.88,20.47,0.2490,4,2.0,"H,Hb(abs)?,NaI,Ha,NII","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.003.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.003.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.003.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.003.lid_773.fits"">2D Fits spectrum</a>"
L932374,149.439703,2.715776,512,23.77,21.69,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.017.lid_772.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.017.lid_772.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.017.lid_772.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.017.lid_772.fits"">2D Fits spectrum</a>"
L487779,149.440308,2.038036,1 160,20.83,19.46,0.6585,4,2.0,"[OII]d,E+A,K,Hb,[OIII]d,MgI","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.019.Herschel_39534.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.019.Herschel_39534.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.019.Herschel_39534.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.019.Herschel_39534.fits"">2D Fits spectrum</a>"
L672466,149.440796,2.317111,128,21.46,20.70,0.8400,4,2.0,"[OII]d,K,Hb,[OIII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.035.MIPS_24643.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.035.MIPS_24643.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.035.MIPS_24643.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.035.MIPS_24643.fits"">2D Fits spectrum</a>"
C1334444,149.441101,2.353430,512,26.60,22.88,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.002.lid_743.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.002.lid_743.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.002.lid_743.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.002.lid_743.fits"">2D Fits spectrum</a>"
L648670,149.441498,2.287544,704,19.96,18.65,0.4760,14,2.0,"[OII]d,[OIII]d,Ha(br),NIId","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.022.lid_744.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.022.lid_744.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.022.lid_744.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.022.lid_744.fits"">2D Fits spectrum</a>"
L469531,149.441600,2.010992,160,22.81,20.76,0.8870,4,2.0,"[OII]d,K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m34bd.033.Her_3118.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m34bd.033.Her_3118.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m34bd.033.Her_3118.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m34bd.033.Her_3118.fits"">2D Fits spectrum</a>"
L951915,149.441816,2.746388,704,22.89,20.53,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.008.lid_3360.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.008.lid_3360.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.008.lid_3360.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.008.lid_3360.fits"">2D Fits spectrum</a>"
L466928,149.441940,2.004557,128,19.81,18.86,0.3290,4,2.0,"[OII],Hb,Ha,NIId,SIId","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m34bd.045.MIPS_29009.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m34bd.045.MIPS_29009.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m34bd.045.MIPS_29009.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m34bd.045.MIPS_29009.fits"">2D Fits spectrum</a>"
L489434,149.442093,2.043952,9 512,25.01,21.82,1.7050,1,1.5,MgII?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.011.lid_3324.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.011.lid_3324.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.011.lid_3324.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.011.lid_3324.fits"">2D Fits spectrum</a>"
L483915,149.442398,2.033225,2,17.59,17.64,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m34bd.071.2696.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m34bd.071.2696.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m34bd.071.2696.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m34bd.071.2696.fits"">2D Fits spectrum</a>"
L926828,149.442539,2.707817,512,24.91,22.69,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.003.lid_773.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.003.lid_773.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.003.lid_773.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.003.lid_773.fits"">2D Fits spectrum</a>"
L940849,149.442583,2.729287,512,22.93,21.62,2.0740,1,1.5,MgII?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.007.lid_2293.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.007.lid_2293.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.007.lid_2293.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.007.lid_2293.fits"">2D Fits spectrum</a>"
L955882,149.443260,2.765761,224,20.36,19.08,0.4680,4,2.0,"[OII]d,K,Hb,[OIII]d,Ha,NIId","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.027.Herschel_35959.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.027.Herschel_35959.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.027.Herschel_35959.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.027.Herschel_35959.fits"">2D Fits spectrum</a>"
L701595,149.445297,2.360483,704,18.78,17.67,0.3400,4,2.0,"HB,[OIII]d,Ha,NIId,SIId","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.007.lid_2278.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.007.lid_2278.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.007.lid_2278.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.007.lid_2278.fits"">2D Fits spectrum</a>"
L499855,149.445908,2.068169,2 160,20.24,19.67,0.2520,4,2.0,"Hb,[OIII]d,NaI,Ha,NIId,SIId","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.016.Herschel_13542.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.016.Herschel_13542.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.016.Herschel_13542.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.016.Herschel_13542.fits"">2D Fits spectrum</a>"
L672129,149.447098,2.315286,160,20.51,19.19,0.5240,4,2.0,"[OII],H+K,G,Hb,NaI,Ha,NIId","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.032.MIPS_15508.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.032.MIPS_15508.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.032.MIPS_15508.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.032.MIPS_15508.fits"">2D Fits spectrum</a>"
L506415,149.448105,2.071130,4 160,18.44,19.14,0.2520,4,2.0,"Hg,Hb,[OIII]d,Ha,NIId,SIId","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.015.Herschel_23350.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.015.Herschel_23350.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.015.Herschel_23350.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.015.Herschel_23350.fits"">2D Fits spectrum</a>"
L605701,149.448105,2.217325,128,23.32,21.26,0.9610,1,1.5,[OII]?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.045.MIPS_34728.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.045.MIPS_34728.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.045.MIPS_34728.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.045.MIPS_34728.fits"">2D Fits spectrum</a>"
L656275,149.450501,2.296408,512,23.35,22.01,3.1010,2,1.5,"CIV?,CIII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.003.lid_2279.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.003.lid_2279.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.003.lid_2279.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.003.lid_2279.fits"">2D Fits spectrum</a>"
L510870,149.451202,2.075177,5 512,21.76,20.05,0.9490,2,1.5,"[OII],[OIII]?","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.006.lid_682.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.006.lid_682.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.006.lid_682.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.006.lid_682.fits"">2D Fits spectrum</a>"
L592449,149.451300,2.195753,2,18.55,18.30,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m28be.058.2461.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m28be.058.2461.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m28be.058.2461.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m28be.058.2461.fits"">2D Fits spectrum</a>"
L640577,149.451401,2.269533,2,19.62,19.93,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.065.2475.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.065.2475.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.065.2475.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.065.2475.fits"">2D Fits spectrum</a>"
L525526,149.451996,2.100441,8 128,23.46,22.06,1.1805,4,2.0,"[OII],H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.052.MIPS_34419.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.052.MIPS_34419.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.052.MIPS_34419.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.052.MIPS_34419.fits"">2D Fits spectrum</a>"
L525436,149.452600,2.100581,1,22.74,22.45,0.4410,3,2.0,"G,Hb(abs),MgI,NaI","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.052.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.052.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.052.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.052.MIPS_34419.fits"">2D Fits spectrum</a>"
L460348,149.453293,2.000861,2,19.03,15.50,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m34bd.070.2684.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m34bd.070.2684.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m34bd.070.2684.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m34bd.070.2684.fits"">2D Fits spectrum</a>"
L508034,149.453293,2.069116,2   2,18.74,18.02,0.0000,4,2.0,M star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.074.2535.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.074.2535.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.074.2535.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.074.2535.fits"">2D Fits spectrum</a>"
L636779,149.453598,2.264286,128,21.90,20.77,0.8660,4,2.0,"[OII]d,K,Hb?","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.030.MIPS_15109.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.030.MIPS_15109.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.030.MIPS_15109.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.030.MIPS_15109.fits"">2D Fits spectrum</a>"
L643223,149.456207,2.276611,704,24.92,22.74,2.1040,2,1.5,CIII]?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.017.lid_745.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.017.lid_745.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.017.lid_745.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.017.lid_745.fits"">2D Fits spectrum</a>"
L459497,149.456580,1.993015,128,20.53,19.63,0.6460,4,2.0,"[OII],H+K,[OIII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m34bd.044.MIPS_28963.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m34bd.044.MIPS_28963.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m34bd.044.MIPS_28963.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m34bd.044.MIPS_28963.fits"">2D Fits spectrum</a>"
L595695,149.457703,2.205086,160,23.72,21.93,1.0020,2,1.5,[OII],"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.060.MIPS_5879.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.060.MIPS_5879.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.060.MIPS_5879.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.060.MIPS_5879.fits"">2D Fits spectrum</a>"
L481129,149.457993,2.029830,8 128,21.83,20.51,0.6570,4,2.0,"[OII],K,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.035.MIPS_13316.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.035.MIPS_13316.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.035.MIPS_13316.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.035.MIPS_13316.fits"">2D Fits spectrum</a>"
L635404,149.458099,2.260388,2,18.81,18.02,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.064.2431.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.064.2431.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.064.2431.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.064.2431.fits"">2D Fits spectrum</a>"
L524074,149.458496,2.097058,6 224,23.01,20.11,1.1370,4,2.0,"[OII],H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.021.Herschel_34408.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.021.Herschel_34408.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.021.Herschel_34408.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.021.Herschel_34408.fits"">2D Fits spectrum</a>"
L919961,149.458590,2.695526,128,22.83,21.21,1.2630,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.038.MIPS_37160.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.038.MIPS_37160.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.038.MIPS_37160.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.038.MIPS_37160.fits"">2D Fits spectrum</a>"
L482712,149.459920,2.030824,1,20.64,20.42,0.2015,4,2.0,"Hb,[OIII]d,Ha,NIId,SIId","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.035.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.035.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.035.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.035.MIPS_13316.fits"">2D Fits spectrum</a>"
L472881,149.461370,2.023785,128,19.01,18.81,0.2000,4,2.0,"Hb,[OIII]d,Ha,NIId,SIId","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m34bd.041.MIPS_13282.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m34bd.041.MIPS_13282.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m34bd.041.MIPS_13282.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m34bd.041.MIPS_13282.fits"">2D Fits spectrum</a>"
L637193,149.462097,2.265727,160,21.73,20.50,1.1680,4,2.0,"[OII]d,H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.024.Herschel_32375.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.024.Herschel_32375.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.024.Herschel_32375.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.024.Herschel_32375.fits"">2D Fits spectrum</a>"
L920561,149.462160,2.695815,128,22.46,20.36,0.9330,4,2.0,"[OII]d,K,Hb","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.043.MIPS_31041.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.043.MIPS_31041.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.043.MIPS_31041.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.043.MIPS_31041.fits"">2D Fits spectrum</a>"
L489082,149.462854,2.040465,2,20.91,20.69,0.3230,4,2.0,"Hg,Hb,[OIII]d,Ha,NIId,SIId","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m34bd.022.civ_63.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m34bd.022.civ_63.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m34bd.022.civ_63.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m34bd.022.civ_63.fits"">2D Fits spectrum</a>"
L643020,149.463303,2.274486,128,22.19,20.53,1.1130,3,2.0,"[OII],H","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.051.MIPS_6231.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.051.MIPS_6231.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.051.MIPS_6231.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.051.MIPS_6231.fits"">2D Fits spectrum</a>"
